Database,Relevant,Title,Authors,Venue,Year,Abstract,Link
Google,No,Time-dependent Evaluation of Recommender Systems.,"['T Scheidt', 'J Beel']",Perspectives@ RecSys,2021.0,"by the ‘Bias’ algorithm while at the second time-step ‘ItemKNN’ performs best, and ‘Bias’ is  the  Similarly, Amazon books, the biggest set within the Amazon database, has the smallest",https://ceur-ws.org/Vol-2955/paper10.pdf
Google,No,GPU accelerated matrix factorization for recommender systems,"['D Kilitcioglu', 'N Greenquist', 'M Zahran']",2021 IEEE 6th …,2021.0,"an additional global bias µ which is set to the mean of all ratings.  recommender systems  for a while, but they are still quite limited in scale. We therefore also opted to use the Goodreads-",https://ieeexplore.ieee.org/abstract/document/9403110/
Google,No,Measuring Popularity Bias and Visibility of Providers and Items in Multisided Recommender Networks,['J Cheon'],,,,missing
Google,Yes,Disparate impact in item recommendation: A case of geographic imbalance,"['E Gómez', 'L Boratto', 'M Salamó']",European Conference on Information …,2021.0,"We consider two of the main domains in which recommender systems operate,  bias and  fairness, where the minority is usually disadvantaged. We conjecture that, since recommender",https://link.springer.com/chapter/10.1007/978-3-030-72113-8_13
Google,No,An evaluation of the use of diversity to improve the accuracy of predicted ratings in recommender systems,['G Browne'],,2015.0,with a recommender system that uses the social network system Librarything to personalise   Missing values cause a problem because they can create bias and reduce how,https://arrow.tudublin.ie/scschcomdis/62/
Google,No,Beyond the comfort zone: digital nudges for off-profile recommendations,['GAP Alves'],,2023.0,"the broader impact of recommender systems, which cannot  Conformity Bias is another type  of bias that can distort users’  in Figure 2, taken from the Goodreads website, where a book",https://www.teses.usp.br/teses/disponiveis/55/55134/tde-05092023-161927/en.php
Google,No,Comparing recommendations made by online systems and friends.,"['RR Sinha', 'K Swearingen']",DELOS,2001.0,"(b) A second limitation is the probable bias in favor of friends’ recommendations: users   Currently, we are planning a study of music recommender systems. In that study, we intend to",https://www.researchgate.net/profile/Kirsten-Medhurst-2/publication/2394806_Comparing_Recommendations_Made_by_Online_Systems_and_Friends/links/562a28af08ae04c2aeb15a48/Comparing-Recommendations-Made-by-Online-Systems-and-Friends.pdf
Google,No,Predicting and using social tags to improve the accuracy and transparency of recommender systems,['S Givon'],,2011.0,"Current recommender systems are based mainly on collaborative filtering (CF) methods,   social tags we collected tags from LibraryThing. Tagging on LibraryThing is available only for",https://era.ed.ac.uk/handle/1842/5770
Google,Yes,Distributional Fairness-aware Recommendation,"['H Yang', 'X Wu', 'Z Qiu', 'Y Zheng', 'X Chen']",ACM Transactions on …,2024.0,"In speciic, we regard the recommender model as the  diferent regularizers to reduce the  sentimental bias. [90] designed  based on the datasets of BookCrossing and ML1M, and MF and",https://dl.acm.org/doi/abs/10.1145/3652854
Google,No,A generic framework for learning explicit and implicit user-item couplings in recommendation,"['Q Zhang', 'L Wang', 'X Meng', 'K Xu', 'J Hu']",IEEE Access,2019.0,"implicit useritem couplings in recommender system, as this  where W and b are convolution  filters and corresponding bias  For BookCrossing dataset, we first clear the user-item pairs",https://ieeexplore.ieee.org/abstract/document/8815704/
Google,No,Recommender systems and the Value of User Data,"['G Lee', 'J Wright']",,,,missing
Google,No,Next Generation Recommender Systems: A Practical Approach,['N Joorabloo'],,2021.0,"It is a pleasure to acknowledge my appreciation for the people who have supported me to  make this thesis become a reality. First, I would like to express my deepest appreciation to my",https://researchrepository.rmit.edu.au/view/pdfCoverPage?instCode=61RMIT_INST&filePid=13277331780001341&download=true
Google,No,What to read next? making personalized book recommendations for k-12 users,"['MS Pera', 'YK Ng']",… of the 7th ACM Conference on Recommender …,2013.0,"books bookmarked by connections of a LibraryThing user. Similar to  (An in-depth discussion  of existing recommender systems in  In doing so, ReLAT avoids any bias that might occur by",https://dl.acm.org/doi/abs/10.1145/2507157.2507181
Google,No,Personalized preference drift aware sequential recommender system,"['N Sritrakool', 'S Maneeroj']",IEEE Access,2021.0,"projection weight and bias, respectively.  Goodreads and UserBehavior, we observe that  the average number of user preference patterns drifts of UserBehavior is higher than Goodreads",https://ieeexplore.ieee.org/abstract/document/9617631/
Google,No,"Allyn, A Recommender Assistant for Online Bookstores",['L Esquerrà Schaefer'],,2018.0,"Recommender Systems are information filtering engines used to estimate user preferences   a standalone memory-based Collaborative Filtering Recommender. To wrap up the project,",https://upcommons.upc.edu/handle/2117/126021
Google,No,Deep autoencoders for feature learning with embeddings for recommendations: a novel recommender system solution,"['K Rama', 'P Kumar', 'B Bhasker']",Neural Computing and Applications,2021.0,"We demonstrate the outperformance of DAFERec on multiple datasets like BookCrossing,   Addition of bias term to SVD, that is independent of the interactions results in SVD++ . SVD+",https://link.springer.com/article/10.1007/s00521-021-06065-9
Google,No,Gkb: A predictive analytics framework to generate online product recommendations,"['N Greenquist', 'D Kilitcioglu', 'A Bari']",2019 IEEE 4th International …,2019.0,"First, we introduce what recommender systems are and the  preprocessing was joining the  Goodreads data and the Amazon  prize winners also includes bias terms in its predictions:",https://ieeexplore.ieee.org/abstract/document/8713194/
Google,No,Recommender Systems,"['HA Rahmani', 'M Naghiaei', 'Y Deldjoo', 'J Stray']",ACM Transactions …,2024.0,"By comparing the performance of recommendation algorithms for these two groups, we  aim to evaluate the fairness of the system and any potential bias toward active users.",https://dl.acm.org/doi/pdf/10.1145/3613671
Google,Yes,Exploring potential biases towards blockbuster items in ranking-based recommendations,['E Yalcin'],Data Mining and Knowledge Discovery,2022.0,This finding also demonstrates that the explored blockbuster bias of the algorithms can be  considered as a new bias type differing from the well-known popularity bias in recommender,https://link.springer.com/article/10.1007/s10618-022-00860-1
Google,No,An End-to-End Personalized Preference Drift Aware Sequential Recommender System With Optimal Item Utilization,"['S Maneeroj', 'N Sritrakool']",IEEE Access,2022.0,"A sequential recommender system with drift detection was  This work proposes a unified  sequential recommender system  For every model, the Goodreads dataset requires higher NC",https://ieeexplore.ieee.org/abstract/document/9794734/
Google,No,"Transparency, Privacy, and Fairness in Recommender Systems",['D Kowald'],arXiv preprint arXiv:2406.11323,2024.0,"With respect to aspect (iii), we analyze popularity bias in collaborative filteringbased  recommender systems. We find that the recommendation frequency of an item is positively",https://arxiv.org/abs/2406.11323
Google,No,Guest editorial of the IPM special issue on algorithmic bias and fairness in search and recommendation,"['L Boratto', 'S Faralli', 'M Marras', 'G Stilo']",Information Processing & …,2022.0,across real-world datasets (MovieLens and BookCrossing) show that the investigated data   a novel bias mitigation strategy to address unfairness issues in this class of recommender,https://www.sciencedirect.com/science/article/pii/S0306457321002697
Google,No,Decomposed collaborative filtering: Modeling explicit and implicit factors for recommender systems,"['H Chen', 'X Xin', 'D Wang', 'Y Ding']",… conference on web search and data …,2021.0,Wp and bp are transformation weight matrix and bias term. p  select three users in Book-Crossing  dataset and project the  We randomly select a user u14916 in the Book-Crossing,https://dl.acm.org/doi/abs/10.1145/3437963.3441826
Google,No,Studies on Information Augmentation for Cold-Start Recommendation,['李玉'],,2024.0,", allowing the downstream recommender neural network to  to enable the recommender to  acquire recommendation- methods on Movielens1M and Bookcrossing datasets in both non-",https://catalog.lib.kyushu-u.ac.jp/opac_download_md/7182291/econ0282.pdf
Google,No,Holistic Transfer to Rank for Top-N Recommendation,"['W Ma', 'X Liao', 'W Dai', 'W Pan', 'Z Ming']",ACM Transactions on Interactive …,2021.0,"and interactivity of the recommender system, we aim to  with at least 10 feedbacks in  BookCrossing, and have 12,720 users,  Netflix, we divide each rating score in BookCrossing by 2.",https://dl.acm.org/doi/abs/10.1145/3434360
Google,No,Key opinion leaders in recommendation systems: Opinion elicitation and diffusion,"['J Wang', 'K Ding', 'Z Zhu', 'Y Zhang']",Proceedings of the 13th …,2020.0,with an initial exploration into the Goodreads community. Goodreads is a bookbased platform   where V and b′ are the weight matrix and bias term correspondingly. And δ(·) represents,https://dl.acm.org/doi/abs/10.1145/3336191.3371826
Google,Yes,Alleviating cold-start problems in recommendation through pseudo-labelling over knowledge graph,"['R Togashi', 'M Otani', 'S Satoh']",Proceedings of the 14th ACM international …,2021.0,We propose a KGaware recommender based on  bias in BookCrossing and compromises  the coverage of items. This result is reasonable because the relevant items in BookCrossing,https://dl.acm.org/doi/abs/10.1145/3437963.3441773
Google,No,Understanding and improving relational matrix factorization in recommender systems,"['L Pu', 'B Faltings']",… of the 7th ACM Conference on Recommender Systems,2013.0,The goal of the recommender system is to predict unseen items that might be rated with   BookCrossing contains ratings from users to books [23]. The range of ratings in BookCrossing is,https://dl.acm.org/doi/abs/10.1145/2507157.2507178
Google,No,Feature Extracted Deep Neural Collaborative Filtering for E-Book Service Recommendations,"['JY Kim', 'CK Lim']",Applied Sciences,2023.0,"The goodbooks-10k public dataset was used, and the results of the experiment show that the  low accuracy caused by data sparsity  Finally, b i l refers to the bias values of k i j l features.",https://www.mdpi.com/2076-3417/13/11/6833
Google,No,Does a one-size recommendation system fit all? the effectiveness of collaborative filtering based recommendation systems across different domains and search …,"['I Im', 'A Hars']",ACM Transactions on Information Systems (TOIS),2007.0,"when making important decisions about recommender systems. The  However, the  BookCrossing dataset is compatible with our  Ideally, the selection bias can be eliminated by trying",https://dl.acm.org/doi/abs/10.1145/1292591.1292595
